,Reference,Final_Alginate_Conc_(%w/v),Final_Gelatin_Conc_(%w/v),Final_GelMA_Conc_(%w/v),Final_Hyaluronic_Acid_Conc_(%w/v),Final_MeHA_Conc_(%w/v),Final_NorHA_Conc_(%w/v),Final_Fibronin/Fibrinogen_Conc_(%w/v),Final_P127_Conc_(%w/v),Final_Collagen_Conc_(%w/v),Final_TCP_Conc_(%w/v)_(%w/v),Final_Gellan_Conc_(%w/v),Final_Nano/Methycellulose_Conc_(%w/v),PEGDA_Conc_(%w/v),Agarose_Conc_(%w/v),CaCl2_Conc_(mM),NaCl2_Conc_(mM),BaCl2_Conc_(mM),SrCl2_Conc_(mM),Physical_Crosslinking_Durantion_(s),Photocrosslinking_Duration_(s),Extrusion_Pressure (kPa),Extrusion_Rate_Lengthwise_(mm/s),Extrusion_Rate_Volume-wise_(mL/s),Nozzle_Movement_Speed_(mm/s),Inner_Nozzle_Outer_Diameter_(µm),Outer_Nozzle_Inner_Diameter_(µm),Filament_Diameter_(µm),Cell_Density_(cells/mL),Syringe_Temperature_(°C),Substrate_Temperature_(°C),Days_Observed,Construct_Base_Area_(mm^2),Construct_Total_Thickness_(mm),Cell_Culture_Medium_Used?,DI_Water_Used?,Precrosslinking_Solution_Used?,Saline_Solution_Used?,EtOH_Solution_Used?,Photoinitiator_Used?,Enzymatic_Crosslinker_Used?,Conical_or_Straight_Nozzle,Acceptable_Filament_Diameter_(Yes/No),DOI,Final_Fibroin/Fibrinogen_Conc_(%w/v),Final_Chitosan_Conc_(%w/v),Final_CS-AEMA_Conc_(%w/v),Final_TCP_Conc_(%w/v),Final_PEGTA_Conc_(%w/v),Final_PEGMA_Conc_(%w/v),Final_PEGDA_Conc_(%w/v),Final_Agarose_Conc_(%w/v),Fiber_Diameter_(µm),Fiber_Spacing_(µm),Matrigel_Used?,Primary/Not_Primary,Viability_at_time_of_observation_(%),Acceptable_Viability_(Yes/No),Acceptable_Pressure_(Yes/No)
282,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,136.0,0,0,600.0,0,230.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,3.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,86.9,Y,Y
283,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,136.0,0,0,600.0,0,230.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,7.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,85.5,Y,Y
284,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,136.0,0,0,600.0,0,230.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,14.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,651.22,2500.0,N,Primary,84.9,Y,Y
285,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,272.0,0,0,600.0,0,180.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,0.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,793.49,2500.0,N,Primary,91.5,Y,Y
286,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,272.0,0,0,600.0,0,180.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,1.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,90.3,Y,Y
287,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,272.0,0,0,600.0,0,180.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,3.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,87.9,Y,Y
288,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,272.0,0,0,600.0,0,180.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,7.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,85.5,Y,Y
289,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,272.0,0,0,600.0,0,180.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,14.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,716.9,2500.0,N,Primary,83.9,Y,Y
290,Moncal et al. 2019,0.0,0.0,0.0,0.0,0,0,,30,3.0,,0,0.0,,,,0.0,0,0,0.0,0,67.5,,,3.33,0,337.0,,10000000.0,44.0,37.0,0.0,,,N,N,N,N,N,N,N,S,,10.1007/s10856-019-6258-2,0.0,0,0,0.0,0,0.0,0,0.0,462,500.0,N,Primary,93.0,Y,Y
291,Moncal et al. 2019,0.0,0.0,0.0,0.0,0,0,,30,3.0,,0,0.0,,,,0.0,0,0,0.0,0,67.5,,,3.33,0,337.0,,10000000.0,44.0,37.0,0.0,,,N,N,N,N,N,N,N,S,,10.1007/s10856-019-6258-2,0.0,0,0,0.0,0,0.0,0,0.0,462,500.0,N,Primary,87.6,Y,Y
292,Moncal et al. 2019,0.0,0.0,0.0,0.0,0,0,,30,3.0,,0,0.0,,,,0.0,0,0,0.0,0,67.5,,,3.33,0,337.0,,10000000.0,44.0,37.0,0.0,,,N,N,N,N,N,N,N,S,,10.1007/s10856-019-6258-2,0.0,0,0,0.0,0,0.0,0,0.0,462,500.0,N,Primary,84.8,Y,Y
293,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,1.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1000,0.0,N,Not_Primary,94.8,Y,Y
294,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,4.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1000,0.0,N,Not_Primary,95.0,Y,Y
295,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,7.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1000,0.0,N,Not_Primary,95.9,Y,Y
296,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,1.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1000,0.0,N,Not_Primary,94.9,Y,Y
297,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,4.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1000,0.0,N,Not_Primary,93.8,Y,Y
298,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,7.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1000,0.0,N,Not_Primary,90.9,Y,Y
299,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,1.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1000,0.0,N,Not_Primary,90.5,Y,Y
300,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,4.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1000,0.0,N,Not_Primary,90.9,Y,Y
301,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,7.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1000,0.0,N,Not_Primary,93.1,Y,Y
302,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,1.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1174.605,0.0,N,Not_Primary,94.2,Y,Y
303,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,5.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1185.569,0.0,N,Not_Primary,66.4,N,N
304,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,10.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1974.411,0.0,N,Not_Primary,34.6,N,N
305,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,1.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1347.79,0.0,N,Not_Primary,95.2,Y,Y
306,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,5.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1430.34 (day 7),0.0,N,Not_Primary,88.4,Y,Y
307,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,10.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1215.505,0.0,N,Not_Primary,74.7,N,N
308,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,1.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1319.245,0.0,N,Not_Primary,93.2,Y,Y
309,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,5.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1385.098 (day 7),0.0,N,Not_Primary,89.1,Y,Y
310,Kang et al. 2020,0.0,0.0,0.0,0.0,0,0,,0,3.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,45.0,6.67,,,0,500.0,,6000000.0,,37.0,10.0,,,Y,Y,N,Y,N,N,N,C,,10.1002/smll.201905505,0.0,0,0,0.0,0,0.0,0,0.0,1210.715,0.0,N,Not_Primary,83.3,Y,Y
311,Gao et al .2017,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,0.0,0,0,,0,5.0,,,,1067,1327.0,,10000000.0,,22.0,0.0,,,N,Y,N,Y,N,N,N,S,,10.1002/adfm.201700798,0.0,0,0,0.0,0,0.0,0,0.0,1240.192,0.0,N,Primary,80.0,Y,Y
312,Gao et al .2017,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,0.0,0,0,,0,5.0,,,,1067,1327.0,,10000000.0,,22.0,1.0,,,N,Y,N,Y,N,N,N,S,,10.1002/adfm.201700798,0.0,0,0,0.0,0,0.0,0,0.0,1059.551,0.0,N,Primary,90.0,Y,Y
313,Gao et al .2017,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,0.0,0,0,,0,5.0,,,,1067,1327.0,,10000000.0,,22.0,4.0,,,N,Y,N,Y,N,N,N,S,,10.1002/adfm.201700798,0.0,0,0,0.0,0,0.0,0,0.0,1274.433,0.0,N,Primary,90.0,Y,Y
314,Gao et al .2017,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,0.0,0,0,,0,5.0,,,,1067,1327.0,,10000000.0,,22.0,7.0,,,N,Y,N,Y,N,N,N,S,,10.1002/adfm.201700798,0.0,0,0,0.0,0,0.0,0,0.0,1315.53,0.0,N,Primary,90.0,Y,Y
315,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,34.47,,0.0333,,0,1190.0,,2000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1190 (assumed due to no info),,N,Primary,72.0,N,N
316,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,68.95,,0.0333,,0,1190.0,,2000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1190,,N,Primary,61.0,N,N
317,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,137.9,,0.0333,,0,1190.0,,2000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1190,,N,Primary,43.0,N,N
318,Yu et al. 2013,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,34.47,,0.0333,,0,1190.0,,2000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1190,,N,Primary,89.0,Y,Y
319,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,34.47,,0.0333,,0,1190.0,,2000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1190,,N,Primary,68.0,N,N
320,Yu et al. 2013,6.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,34.47,,0.0333,,0,1190.0,,2000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1190,,N,Primary,31.0,N,N
321,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,34.47,,0.0333,,0,1190.0,,4000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1190,,N,Primary,70.0,N,N
322,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,68.95,,0.0333,,0,1190.0,,4000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1190,,N,Primary,62.0,N,N
323,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,137.9,,0.0333,,0,1190.0,,4000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1190,,N,Primary,42.0,N,N
324,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,34.47,,0.0333,,0,1190.0,,8000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1190,,N,Primary,70.0,N,N
325,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,68.95,,0.0333,,0,1190.0,,8000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1190,,N,Primary,61.0,N,N
326,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,137.9,,0.0333,,0,1190.0,,8000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1190,,N,Primary,42.0,N,N
327,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,34.47,,0.0333,,641,1190.0,,2000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1103.19 (day unknown),,N,Primary,68.0,N,N
328,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,68.95,,0.0333,,641,1190.0,,2000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1103.19 (day unknown),,N,Primary,51.75,N,N
329,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,137.9,,0.0333,,641,1190.0,,2000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1103.19 (day unknown),,N,Primary,40.0,N,N
330,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,34.47,,0.0333,,641,1190.0,,2000000.0,,22.0,1.0,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1103.19 (day unknown),,N,Primary,69.8,N,N
331,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,68.95,,0.0333,,641,1190.0,,2000000.0,,22.0,1.0,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1103.19 (day unknown),,N,Primary,64.8,N,N
332,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,137.9,,0.0333,,641,1190.0,,2000000.0,,22.0,1.0,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1103.19 (day unknown),,N,Primary,61.3,N,N
333,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,34.47,,0.0333,,641,1190.0,,2000000.0,,22.0,3.0,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1103.19 (day unknown),,N,Primary,95.6,Y,Y
334,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,68.95,,0.0333,,641,1190.0,,2000000.0,,22.0,3.0,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1103.19 (day unknown),,N,Primary,93.4,Y,Y
335,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,137.9,,0.0333,,641,1190.0,,2000000.0,,22.0,3.0,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1103.19 (day unknown),,N,Primary,92.3,Y,Y
336,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,34.7,,0.0333,,457,1190.0,,2000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1227.6,,N,Primary,89.0,Y,Y
337,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,34.7,,0.0333,,457,1190.0,,2000000.0,,22.0,1.0,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,92.1,Y,Y
338,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,34.7,,0.0333,,457,1190.0,,2000000.0,,22.0,3.0,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1136.08,,N,Primary,97.0,Y,Y
339,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,68.95,,0.0333,,457,1190.0,,2000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1227.6,,N,Primary,69.0,N,N
340,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,68.95,,0.0333,,457,1190.0,,2000000.0,,22.0,1.0,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,75.5,N,N
341,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,68.95,,0.0333,,457,1190.0,,2000000.0,,22.0,3.0,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1136.08,,N,Primary,97.0,Y,Y
342,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,137.9,,0.0333,,457,1190.0,,2000000.0,,22.0,0.5,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1227.6,,N,Primary,36.0,N,N
343,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,137.9,,0.0333,,457,1190.0,,2000000.0,,22.0,1.0,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,63.0,N,N
344,Yu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,137.9,,0.0333,,457,1190.0,,2000000.0,,22.0,3.0,,,N,Y,N,N,N,N,N,S,,10.1115/1.4024575,0.0,0,0,0.0,0,0.0,0,0.0,1136.08,,N,Primary,98.0,Y,Y
345,Zhang et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,,14.0,0.00333333,,641,1270.0,,2000000.0,,22.0,1.0,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5082/5/2/025004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,97.6,Y,Y
346,Zhang et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,,14.0,0.00333333,,641,1270.0,,2000000.0,,22.0,4.0,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5082/5/2/025004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,95.8,Y,Y
347,Zhang et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,,14.0,0.00333333,,641,1270.0,,2000000.0,,22.0,7.0,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5082/5/2/025004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,95.1,Y,Y
348,Zhang et al. 2015,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,21.0,,,,520,540.0,,10000000.0,,22.0,1.0,,,N,Y,N,N,N,N,N,S,,10.1039/C4BM00234B,0.0,0,0,0.0,0,0.0,0,0.0,819.92,,N,Primary,33.0,N,N
349,Zhang et al. 2015,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,21.0,,,,520,540.0,,10000000.0,,22.0,4.0,,,N,Y,N,N,N,N,N,S,,10.1039/C4BM00234B,0.0,0,0,0.0,0,0.0,0,0.0,700.35,,N,Primary,68.0,N,N
350,Zhang et al. 2015,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,360.4,0.0,0,0,,0,21.0,,,,520,540.0,,10000000.0,,22.0,7.0,,,N,Y,N,N,N,N,N,S,,10.1039/C4BM00234B,0.0,0,0,0.0,0,0.0,0,0.0,677.57,,N,Primary,84.0,Y,Y
351,Jia et al. 2016,3.0,0.0,7.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,20,,,0.000583333,4.0,565,603.0,,6000000.0,,22.0,1.0,,,Y,Y,N,Y,N,Y,N,S,,10.1016/j.biomaterials.2016.07.038,2.0,0,0,0.0,0,0.0,0,0.0,1105.56,,N,Primary,83.8,Y,Y
352,Jia et al. 2016,3.0,0.0,7.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,30,,,0.000583333,4.0,565,603.0,,6000000.0,,22.0,1.0,,,Y,Y,N,Y,N,Y,N,S,,10.1016/j.biomaterials.2016.07.038,2.0,0,0,0.0,0,0.0,0,0.0,934.1,,N,Primary,80.3,Y,Y
353,Jia et al. 2016,3.0,0.0,7.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,40,,,0.000583333,4.0,565,603.0,,6000000.0,,22.0,1.0,,,Y,Y,N,Y,N,Y,N,S,,10.1016/j.biomaterials.2016.07.038,2.0,0,0,0.0,0,0.0,0,0.0,838.11,,N,Primary,70.1,N,N
